mode,logistics_partner,vehicle_type,fuel_type,distance_in_km_per_route,vehicle_capacity_in_kg,load_capacity_in_kg,average_speed_in_km_per_hr,traffic_condition,no_of_stop,vehicle_age_in_years,engine_norm_type,adjusted_fuel_efficiency_in_km_litre,adjusted_energy_kwh_per_km,total_energy_kwh,fuel_consumption_in_litre,load_factor,c02_emission_kg
Rail,Adani Logistics,train,electric,510,70000.0,55604.41,82.33,Low,10,9,Electric,,0.03799,19.408,,0.7943,15.9146
Rail,Adani Logistics,train,electric,598,50000.0,44512.99,65.32,Low,5,2,Electric,,0.03615,21.6412,,0.8903,17.7458
Rail,Adani Logistics,train,electric,269,70000.0,48621.65,45.23,Heavy,9,6,Electric,,0.04075,10.9772,,0.6946,9.0013
Rail,Adani Logistics,train,electric,590,60000.0,33776.3,57.91,Moderate,5,20,Electric,,0.04984,29.4529,,0.5629,24.1514
Rail,Adani Logistics,train,electric,789,60000.0,39780.55,53.02,Low,3,24,Electric,,0.04073,32.1364,,0.663,26.3518
Rail,Adani Logistics,train,electric,269,60000.0,59997.14,70.23,Moderate,2,2,Electric,,0.03782,10.1963,,1.0,8.361
Rail,Adani Logistics,train,electric,744,70000.0,36508.51,60.54,Heavy,5,16,Electric,,0.04885,36.3703,,0.5216,29.8236
Rail,Adani Logistics,train,electric,711,90000.0,46487.19,85.82,Moderate,5,14,Electric,,0.04826,34.3447,,0.5165,28.1627
Rail,Adani Logistics,train,electric,153,50000.0,39531.24,86.61,Moderate,7,11,Electric,,0.04743,7.2796,,0.7906,5.9693
Rail,Adani Logistics,train,electric,267,60000.0,39784.75,60.77,Low,1,25,Electric,,0.04401,11.759,,0.6631,9.6424
Rail,Adani Logistics,train,electric,671,50000.0,27302.92,53.33,Low,7,9,Electric,,0.03428,23.0331,,0.5461,18.8871
Rail,Adani Logistics,train,electric,165,90000.0,59987.59,68.42,Heavy,9,22,Electric,,0.04329,7.1641,,0.6665,5.8746
Rail,Adani Logistics,train,electric,351,90000.0,67596.46,73.09,Low,3,9,Electric,,0.03712,13.0558,,0.7511,10.7058
Rail,Adani Logistics,train,electric,774,80000.0,45326.56,42.25,Low,3,5,Electric,,0.03969,30.7502,,0.5666,25.2152
Rail,Adani Logistics,train,electric,507,50000.0,34846.83,88.25,Moderate,10,22,Electric,,0.04999,25.3659,,0.6969,20.8
Rail,Adani Logistics,train,electric,432,90000.0,86976.76,43.73,Low,2,14,Electric,,0.03629,15.6816,,0.9664,12.8589
Rail,Adani Logistics,train,electric,497,70000.0,58500.3,50.41,Low,3,20,Electric,,0.044,21.8992,,0.8357,17.9573
Rail,Adani Logistics,train,electric,34,50000.0,45529.88,79.86,Moderate,10,12,Electric,,0.04065,31.9436,,0.9106,26.1938
Rail,Adani Logistics,train,electric,789,80000.0,78867.48,72.9,Low,2,1,Electric,,0.03429,9.21,,0.9858,7.5522
Rail,Adani Logistics,train,electric,345,60000.0,52807.88,73.07,Moderate,6,16,Electric,,0.04305,24.8282,,0.8801,20.3591
Rail,Adani Logistics,train,electric,456,80000.0,73161.87,66.68,Heavy,9,2,Electric,,0.04672,15.0009,,0.9145,12.3007
Rail,Adani Logistics,train,electric,345,90000.0,70393.41,47.2,Heavy,10,3,Electric,,0.04048,30.4118,,0.7821,24.9377
Rail,Adani Logistics,train,electric,900,90000.0,64230.33,58.58,Moderate,6,20,Electric,,0.04823,27.7761,,0.7137,22.7764
Rail,Adani Logistics,train,electric,345,90000.0,89886.24,72.61,Moderate,4,5,Electric,,0.03513,24.3019,,0.9987,19.9276
Rail,Adani Logistics,train,electric,234,70000.0,55604.41,82.33,Low,10,9,Electric,,0.03799,19.408,,0.7943,15.9146
Rail,Adani Logistics,train,electric,600,50000.0,44512.99,65.32,Low,5,2,Electric,,0.03615,21.6412,,0.8903,17.7458
Rail,Adani Logistics,train,electric,123,70000.0,48621.65,45.23,Heavy,9,6,Electric,,0.04075,10.9772,,0.6946,9.0013
Rail,Adani Logistics,train,electric,567,60000.0,33776.3,57.91,Moderate,5,20,Electric,,0.04984,1.1,,0.5629,24.1514
Rail,Adani Logistics,train,electric,890,60000.0,39780.55,53.02,Low,3,24,Electric,,0.04073,3.5,,0.663,26.3518
Rail,Adani Logistics,train,electric,345,60000.0,59997.14,70.23,Moderate,2,2,Electric,,0.03782,9.78,,1.0,8.361
Rail,Adani Logistics,train,electric,234,70000.0,36508.51,60.54,Heavy,5,16,Electric,,0.04885,3.4,,0.5216,29.8236
Rail,Adani Logistics,train,electric,456,90000.0,46487.19,85.82,Moderate,5,14,Electric,,0.04826,23.5,,0.5165,28.1627
Rail,Adani Logistics,train,electric,153,50000.0,39531.24,86.61,Moderate,7,11,Electric,,0.04743,1.12,,0.7906,5.9693
Rail,Adani Logistics,train,electric,45,60000.0,39784.75,60.77,Low,1,25,Electric,,0.04401,16.89,,0.6631,9.6424
Rail,Adani Logistics,train,electric,2345,50000.0,27302.92,53.33,Low,7,9,Electric,,0.03428,40.56,,0.5461,18.8871
Rail,Adani Logistics,train,electric,165,90000.0,59987.59,68.42,Heavy,9,22,Electric,,0.04329,1.24,,0.6665,5.8746
Rail,Adani Logistics,train,electric,456,90000.0,67596.46,73.09,Low,3,9,Electric,,0.03712,2.35,,0.7511,10.7058
Rail,Adani Logistics,train,electric,345,80000.0,45326.56,42.25,Low,3,5,Electric,,0.03969,50.78,,0.5666,25.2152
Rail,Adani Logistics,train,electric,507,50000.0,34846.83,88.25,Moderate,10,22,Electric,,0.04999,24.56,,0.6969,20.8
Rail,Adani Logistics,train,electric,456,90000.0,86976.76,43.73,Low,2,14,Electric,,0.03629,9.56,,0.9664,12.8589
Rail,Adani Logistics,train,electric,368,70000.0,58500.3,50.41,Low,3,20,Electric,,0.044,23.45,,0.8357,17.9573
Rail,Adani Logistics,train,electric,376,50000.0,45529.88,79.86,Moderate,10,12,Electric,,0.04065,8.57,,0.9106,26.1938
Rail,Adani Logistics,train,electric,37,80000.0,78867.48,72.9,Low,2,1,Electric,,0.03429,1.11,,0.9858,7.5522
Rail,Adani Logistics,train,electric,873,60000.0,52807.88,73.07,Moderate,6,16,Electric,,0.04305,43.5,,0.8801,20.3591
Rail,Adani Logistics,train,electric,678,80000.0,73161.87,66.68,Heavy,9,2,Electric,,0.04672,15.0009,,0.9145,12.3007
Rail,Adani Logistics,train,electric,751,90000.0,70393.41,47.2,Heavy,10,3,Electric,,0.04048,30.4118,,0.7821,24.9377
Rail,Adani Logistics,train,electric,575,90000.0,64230.33,58.58,Moderate,6,20,Electric,,0.04823,27.7761,,0.7137,22.7764
Rail,Adani Logistics,train,electric,691,90000.0,89886.24,72.61,Moderate,4,5,Electric,,0.03513,24.3019,,0.9987,19.9276
Air Cargo,Bluedart,air_cargo,jet fuel,1243,12074.0,8409.0,829.0,Moderate,2,3,Turbofan,4.8,,,258.88,0.7,818.06
Air Cargo,Bluedart,air_cargo,jet fuel,1036,11406.0,4702.0,647.0,Moderate,5,14,Turbofan,5.01,,,206.84,0.41,653.63
Air Cargo,Bluedart,air_cargo,jet fuel,725,39550.0,17096.0,836.0,Heavy,1,18,Turboprop,3.49,,,207.68,0.43,656.27
Air Cargo,Bluedart,air_cargo,jet fuel,751,18541.0,10670.0,563.0,Low,4,23,Jet,6.23,,,120.5,0.58,380.77
Air Cargo,Bluedart,air_cargo,jet fuel,724,37051.0,25444.0,569.0,Low,4,21,Turboprop,3.38,,,214.2,0.69,676.86
Air Cargo,Bluedart,air_cargo,jet fuel,662,39768.0,31050.0,695.0,Heavy,3,3,Jet,6.05,,,109.46,0.78,345.88
Air Cargo,Bluedart,air_cargo,jet fuel,506,15248.0,11505.0,712.0,Heavy,5,1,Turbofan,4.9,,,103.27,0.75,326.34
Air Cargo,Bluedart,air_cargo,jet fuel,533,18107.0,8562.0,682.0,Moderate,5,7,Jet,5.94,,,89.74,0.47,283.57
Air Cargo,Bluedart,air_cargo,jet fuel,734,22706.0,21080.0,660.0,Heavy,5,25,Jet,6.68,,,109.9,0.93,347.29
Air Cargo,Bluedart,air_cargo,jet fuel,546,17535.0,5032.0,523.0,Moderate,2,18,Turboprop,3.39,,,161.2,0.29,509.38
Air Cargo,Bluedart,air_cargo,jet fuel,1935,10257.0,4001.0,503.0,Heavy,5,17,Turbofan,5.21,,,371.55,0.39,1174.09
Air Cargo,Bluedart,air_cargo,jet fuel,1072,32578.0,11779.0,723.0,Moderate,2,17,Turboprop,3.38,,,317.23,0.36,1002.45
Air Cargo,Bluedart,air_cargo,jet fuel,855,30094.0,27854.0,528.0,Heavy,3,21,Turboprop,3.58,,,238.65,0.93,754.13
Air Cargo,Bluedart,air_cargo,jet fuel,1754,20053.0,12129.0,834.0,Heavy,5,23,Turboprop,3.58,,,489.63,0.6,1547.23
Air Cargo,Bluedart,air_cargo,jet fuel,1446,35244.0,20254.0,611.0,Heavy,2,24,Jet,6.59,,,219.43,0.57,693.4
Air Cargo,Bluedart,air_cargo,jet fuel,1449,29345.0,12163.0,481.0,Heavy,4,17,Turboprop,3.47,,,417.07,0.41,1317.93
Air Cargo,Bluedart,air_cargo,jet fuel,651,21351.0,7357.0,613.0,Low,2,14,Turboprop,3.24,,,200.76,0.34,634.41
Air Cargo,Bluedart,air_cargo,jet fuel,1888,12127.0,10323.0,472.0,Heavy,4,10,Jet,6.25,,,301.94,0.85,954.14
Air Cargo,Bluedart,air_cargo,jet fuel,759,36811.0,9877.0,857.0,Heavy,2,3,Turboprop,3.25,,,233.51,0.27,737.89
Air Cargo,Bluedart,air_cargo,jet fuel,1277,17668.0,11384.0,876.0,Heavy,4,2,Turbofan,4.91,,,260.26,0.64,822.43
Air Cargo,Bluedart,air_cargo,jet fuel,1011,22044.0,10712.0,725.0,Heavy,1,7,Jet,6.11,,,165.55,0.49,523.14
Air Cargo,Bluedart,air_cargo,jet fuel,1111,38884.0,31836.0,709.0,Low,5,4,Turboprop,3.14,,,354.1,0.82,1118.94
Air Cargo,Bluedart,air_cargo,jet fuel,1478,24183.0,15203.0,604.0,Moderate,3,15,Turboprop,3.37,,,437.98,0.63,1384.03
Air Cargo,Bluedart,air_cargo,jet fuel,941,18185.0,15193.0,597.0,Moderate,5,9,Jet,6.06,,,155.34,0.84,490.88
Air Cargo,Bluedart,air_cargo,jet fuel,540,31040.0,7204.0,702.0,Moderate,1,4,Turbofan,4.76,,,113.49,0.23,358.64
Air Cargo,Bluedart,air_cargo,jet fuel,544,38053.0,16862.0,867.0,Moderate,3,7,Turbofan,4.86,,,112.04,0.44,354.04
Air Cargo,Bluedart,air_cargo,jet fuel,1414,13523.0,7931.0,627.0,Low,1,24,Turbofan,5.12,,,275.99,0.59,872.13
Air Cargo,Bluedart,air_cargo,jet fuel,1021,17925.0,9782.0,588.0,Moderate,2,20,Turbofan,5.16,,,197.77,0.55,624.95
Air Cargo,Bluedart,air_cargo,jet fuel,1314,22861.0,21184.0,883.0,Moderate,4,9,Turboprop,3.31,,,396.64,0.93,1253.4
Air Cargo,Bluedart,air_cargo,jet fuel,1180,10423.0,2303.0,760.0,Heavy,4,17,Jet,6.34,,,186.24,0.22,588.52
Air Cargo,Bluedart,air_cargo,jet fuel,1956,20524.0,8094.0,526.0,Low,4,6,Turboprop,3.13,,,625.45,0.39,1976.41
Air Cargo,Bluedart,air_cargo,jet fuel,1997,34767.0,27144.0,614.0,Low,4,10,Turbofan,4.84,,,412.95,0.78,1304.92
Air Cargo,Bluedart,air_cargo,jet fuel,1091,22470.0,21052.0,766.0,Heavy,2,21,Turboprop,3.58,,,304.43,0.94,962.0
Air Cargo,Bluedart,air_cargo,jet fuel,634,21311.0,5931.0,471.0,Moderate,4,13,Turbofan,4.97,,,127.64,0.28,403.35
Air Cargo,Bluedart,air_cargo,jet fuel,1323,34576.0,29222.0,774.0,Low,1,19,Turboprop,3.37,,,393.16,0.85,1242.38
Air Cargo,Bluedart,air_cargo,jet fuel,639,10499.0,7144.0,555.0,Moderate,4,1,Jet,5.81,,,109.97,0.68,347.5
Air Cargo,Bluedart,air_cargo,jet fuel,1403,33496.0,13647.0,894.0,Moderate,4,18,Turbofan,5.1,,,275.21,0.41,869.67
Air Cargo,Bluedart,air_cargo,jet fuel,1905,32157.0,29582.0,867.0,Heavy,4,6,Turboprop,3.36,,,567.45,0.92,1793.13
Air Cargo,Bluedart,air_cargo,jet fuel,1216,27402.0,15638.0,678.0,Heavy,2,20,Jet,6.48,,,187.68,0.57,593.07
Air Cargo,Bluedart,air_cargo,jet fuel,1463,26503.0,24606.0,711.0,Heavy,3,15,Turboprop,3.49,,,418.84,0.93,1323.54
Air Cargo,Bluedart,air_cargo,jet fuel,625,21130.0,5759.0,818.0,Moderate,5,25,Jet,6.4,,,97.66,0.27,308.6
Air Cargo,Bluedart,air_cargo,jet fuel,1549,27636.0,5970.0,855.0,Heavy,4,20,Turboprop,3.5,,,442.51,0.22,1398.34
Air Cargo,Bluedart,air_cargo,jet fuel,1522,12381.0,11164.0,592.0,Heavy,4,4,Jet,6.1,,,249.65,0.9,788.88
Air Cargo,Bluedart,air_cargo,jet fuel,1825,20210.0,14871.0,549.0,Heavy,2,20,Jet,6.51,,,280.43,0.74,886.17
Air Cargo,Bluedart,air_cargo,jet fuel,1534,25208.0,16735.0,581.0,Moderate,3,25,Turboprop,3.53,,,434.82,0.66,1374.03
Air Cargo,Bluedart,air_cargo,jet fuel,1351,34372.0,11553.0,610.0,Heavy,1,4,Jet,6.0,,,225.23,0.34,711.72
Air Cargo,Bluedart,air_cargo,jet fuel,664,25552.0,24267.0,524.0,Heavy,3,8,Jet,3.4,,,106.84,0.95,337.61
Air Cargo,Bluedart,air_cargo,jet fuel,706,13.0,7291.0,773.0,Moderate,5,21,Turbofan,1.2,,,137.37,0.22,434.1
Air Cargo,Bluedart,air_cargo,jet fuel,634,45678.0,5931.0,471.0,Moderate,4,13,Turbofan,8.9,,,127.64,0.28,403.35
Air Cargo,Bluedart,air_cargo,jet fuel,1323,9000.0,29222.0,774.0,Low,1,19,Turboprop,9.0,,,393.16,0.85,1242.38
Air Cargo,Bluedart,air_cargo,jet fuel,639,2345.0,7144.0,555.0,Moderate,4,1,Jet,3.4,,,109.97,0.68,347.5
Air Cargo,Bluedart,air_cargo,jet fuel,1403,67000.0,13647.0,894.0,Moderate,4,18,Turbofan,5.6,,,275.21,0.41,869.67
Air Cargo,Bluedart,air_cargo,jet fuel,1905,45167.0,29582.0,867.0,Heavy,4,6,Turboprop,8.9,,,567.45,0.92,1793.13
Air Cargo,Bluedart,air_cargo,jet fuel,1216,30000.0,15638.0,678.0,Heavy,2,20,Jet,5.6,,,187.68,0.57,593.07
Air Cargo,Bluedart,air_cargo,jet fuel,1463,45000.0,24606.0,711.0,Heavy,3,15,Turboprop,9.0,,,418.84,0.93,1323.54
Air Cargo,Bluedart,air_cargo,jet fuel,625,11000.0,5759.0,818.0,Moderate,5,25,Jet,3.4,,,97.66,0.27,308.6
Air Cargo,Bluedart,air_cargo,jet fuel,1549,23456.0,5970.0,855.0,Heavy,4,20,Turboprop,8.9,,,442.51,0.22,1398.34
Air Cargo,Bluedart,air_cargo,jet fuel,1522,45678.0,11164.0,592.0,Heavy,4,4,Jet,1.2,,,249.65,0.9,788.88
Air Cargo,Bluedart,air_cargo,jet fuel,1825,9000.0,14871.0,549.0,Heavy,2,20,Jet,1.0,,,280.43,0.74,886.17
Air Cargo,Bluedart,air_cargo,jet fuel,1534,21345.0,16735.0,581.0,Moderate,3,25,Turboprop,7.8,,,434.82,0.66,1374.03
Air Cargo,Bluedart,air_cargo,jet fuel,1351,23456.0,11553.0,610.0,Heavy,1,4,Jet,9.0,,,225.23,0.34,711.72
Air Cargo,Bluedart,air_cargo,jet fuel,664,12000.0,24267.0,524.0,Heavy,3,8,Jet,5.4,,,106.84,0.95,337.61
Air Cargo,Bluedart,air_cargo,jet fuel,706,34567.0,7291.0,773.0,Moderate,5,21,Turbofan,2.34,,,137.37,0.22,434.1
Air Cargo,Bluedart,air_cargo,jet fuel,651,45678.0,7357.0,613.0,Low,2,14,Turboprop,3.24,,,200.76,0.34,634.41
Air Cargo,Bluedart,air_cargo,jet fuel,1888,12127.0,10323.0,472.0,Heavy,4,10,Jet,6.25,,,789.0,0.85,954.14
Air Cargo,Bluedart,air_cargo,jet fuel,759,36811.0,9877.0,857.0,Heavy,2,3,Turboprop,3.25,,,210.0,0.27,737.89
Air Cargo,Bluedart,air_cargo,jet fuel,1277,12345.0,11384.0,876.0,Heavy,4,2,Turbofan,4.91,,,120.0,0.64,822.43
Air Cargo,Bluedart,air_cargo,jet fuel,605,7890.0,22772.0,591.0,Heavy,5,12,Turbofan,5.15,,,113.0,0.8,370.97
Air Cargo,Spicexpress,air_cargo,jet fuel,1905,4567.0,7276.0,844.0,Low,5,2,Turbofan,4.59,,,500.0,0.35,1310.2
Air Cargo,Spicexpress,air_cargo,jet fuel,1170,90123.0,16978.0,672.0,Moderate,2,16,Turboprop,3.41,,,342.65,0.89,1082.76
Air Cargo,Spicexpress,air_cargo,jet fuel,1028,34568.0,19885.0,486.0,Low,5,11,Jet,5.94,,,172.94,0.82,546.48
Air Cargo,Spicexpress,air_cargo,jet fuel,880,8900.0,15920.0,554.0,Low,1,17,Turboprop,3.3,,,266.84,0.45,843.23
Air Cargo,Spicexpress,air_cargo,jet fuel,1224,23670.0,10438.0,834.0,Heavy,4,4,Jet,6.09,,,201.03,0.86,635.25
Air Cargo,Spicexpress,air_cargo,jet fuel,1891,37220.0,30348.0,494.0,Low,5,22,Turbofan,5.11,,,370.0,0.82,1169.19
Air Cargo,Spicexpress,air_cargo,jet fuel,1569,23327.0,11657.0,827.0,Heavy,1,2,Jet,5.97,,,262.74,0.5,830.24
Air Cargo,Spicexpress,air_cargo,jet fuel,1862,21394.0,7744.0,605.0,Heavy,4,6,Jet,6.06,,,307.37,0.36,971.29
Air Cargo,Spicexpress,air_cargo,jet fuel,654,26284.0,24670.0,559.0,Heavy,1,19,Turbofan,5.33,,,122.68,0.94,387.67
Air Cargo,Spicexpress,air_cargo,jet fuel,1335,27021.0,9096.0,505.0,Heavy,2,10,Jet,6.16,,,216.6,0.34,684.45
Air Cargo,Spicexpress,air_cargo,jet fuel,1640,20557.0,11655.0,755.0,Moderate,4,4,Turboprop,3.2,,,511.91,0.57,1617.62
Air Cargo,Spicexpress,air_cargo,jet fuel,796,38027.0,9956.0,839.0,Low,1,19,Jet,6.07,,,131.18,0.26,414.53
Air Cargo,Spicexpress,air_cargo,jet fuel,1183,17002.0,8966.0,671.0,Low,1,5,Turbofan,4.69,,,252.38,0.53,797.51
Air Cargo,Spicexpress,air_cargo,jet fuel,1404,21984.0,20456.0,884.0,Heavy,1,1,Turboprop,3.28,,,427.64,0.93,1351.34
Air Cargo,Spicexpress,air_cargo,jet fuel,837,19602.0,15932.0,507.0,Moderate,1,10,Jet,6.08,,,137.64,0.81,434.94
Air Cargo,Spicexpress,air_cargo,jet fuel,1090,29309.0,15198.0,701.0,Moderate,5,4,Turboprop,3.2,,,340.72,0.52,1076.67
Air Cargo,Spicexpress,air_cargo,jet fuel,1233,19279.0,14551.0,871.0,Moderate,2,24,Jet,6.46,,,190.98,0.75,603.5
Air Cargo,Spicexpress,air_cargo,jet fuel,690,25107.0,15616.0,705.0,Low,5,23,Jet,6.24,,,110.57,0.62,349.39
Air Cargo,Spicexpress,air_cargo,jet fuel,1082,30248.0,21898.0,462.0,Low,3,25,Turboprop,3.44,,,314.21,0.72,992.9
Air Cargo,Spicexpress,air_cargo,jet fuel,877,17722.0,11178.0,829.0,Moderate,2,21,Jet,6.35,,,138.07,0.63,436.29
Air Cargo,Spicexpress,air_cargo,jet fuel,1987,28544.0,7501.0,469.0,Moderate,4,13,Turboprop,3.31,,,600.32,0.26,1897.01
Air Cargo,Spicexpress,air_cargo,jet fuel,732,26194.0,12395.0,500.0,Moderate,2,10,Jet,6.02,,,121.55,0.47,384.1
Air Cargo,Spicexpress,air_cargo,jet fuel,1584,33529.0,15421.0,495.0,Low,2,22,Turbofan,5.06,,,313.02,0.46,989.15
Air Cargo,Spicexpress,air_cargo,jet fuel,1090,30867.0,28796.0,681.0,Low,3,25,Jet,6.35,,,171.67,0.93,542.47
Air Cargo,Spicexpress,air_cargo,jet fuel,823,25645.0,15070.0,512.0,Low,5,5,Jet,5.74,,,143.39,0.59,453.11
Air Cargo,Spicexpress,air_cargo,jet fuel,1859,32326.0,17148.0,860.0,Moderate,3,24,Turbofan,5.25,,,354.07,0.53,1118.86
Air Cargo,Spicexpress,air_cargo,jet fuel,1253,31416.0,15330.0,546.0,Moderate,5,16,Turboprop,3.38,,,371.12,0.49,1172.75
Air Cargo,Spicexpress,air_cargo,jet fuel,1944,12661.0,9835.0,793.0,Heavy,5,1,Turboprop,3.27,,,594.75,0.78,1879.42
Air Cargo,Spicexpress,air_cargo,jet fuel,1694,19160.0,15367.0,693.0,Low,3,21,Jet,6.22,,,272.49,0.8,861.06
Air Cargo,Spicexpress,air_cargo,jet fuel,1709,35409.0,16138.0,606.0,Heavy,4,23,Turboprop,3.57,,,478.96,0.46,1513.5
Air Cargo,Spicexpress,air_cargo,jet fuel,1983,36235.0,26039.0,549.0,Low,1,5,Turbofan,4.71,,,420.61,0.72,1329.12
Air Cargo,Spicexpress,air_cargo,jet fuel,1814,33062.0,29632.0,731.0,Moderate,2,16,Jet,6.26,,,289.75,0.9,915.6
Air Cargo,Spicexpress,air_cargo,jet fuel,1764,28050.0,13136.0,545.0,Heavy,1,16,Turbofan,5.2,,,339.46,0.47,1072.68
Air Cargo,Spicexpress,air_cargo,jet fuel,673,31363.0,8124.0,577.0,Heavy,5,4,Turbofan,4.9,,,137.44,0.26,434.3
Air Cargo,Spicexpress,air_cargo,jet fuel,1273,37107.0,13709.0,593.0,Moderate,5,25,Jet,6.42,,,198.39,0.37,626.91
Air Cargo,Spicexpress,air_cargo,jet fuel,1509,28324.0,11680.0,850.0,Heavy,4,15,Jet,6.31,,,238.99,0.41,755.2
Air Cargo,Spicexpress,air_cargo,jet fuel,1134,12234.0,9338.0,544.0,Moderate,5,6,Jet,5.96,,,190.19,0.76,600.99
Air Cargo,Spicexpress,air_cargo,jet fuel,1335,20380.0,18872.0,806.0,Low,1,1,Turboprop,3.1,,,430.27,0.93,1359.64
Air Cargo,Spicexpress,air_cargo,jet fuel,1466,20278.0,5272.0,710.0,Low,3,14,Jet,5.93,,,247.21,0.26,781.19
Air Cargo,Spicexpress,air_cargo,jet fuel,1898,10336.0,4177.0,810.0,Low,3,25,Turboprop,3.41,,,556.06,0.4,1757.16
Air Cargo,Spicexpress,air_cargo,jet fuel,1567,27140.0,6341.0,626.0,Low,2,1,Turbofan,4.56,,,343.96,0.23,1086.93
Air Cargo,Spicexpress,air_cargo,jet fuel,1825,14331.0,12995.0,780.0,Low,3,8,Jet,5.88,,,310.51,0.91,981.2
Air Cargo,Spicexpress,air_cargo,jet fuel,1308,10165.0,2552.0,674.0,Moderate,4,20,Turboprop,3.41,,,383.15,0.25,1210.76
Air Cargo,Spicexpress,air_cargo,jet fuel,638,31380.0,29399.0,823.0,Low,1,10,Turboprop,3.24,,,196.99,0.94,622.49
Air Cargo,Spicexpress,air_cargo,jet fuel,1378,15013.0,3094.0,710.0,Low,4,15,Turbofan,4.87,,,283.14,0.21,894.73
Air Cargo,Spicexpress,air_cargo,jet fuel,1909,19011.0,13086.0,824.0,Moderate,3,21,Turboprop,3.47,,,550.11,0.69,1738.35
Air Cargo,Spicexpress,air_cargo,jet fuel,834,12204.0,8919.0,680.0,Low,1,24,Turboprop,3.43,,,243.2,0.73,768.52
Air Cargo,Spicexpress,air_cargo,jet fuel,881,19180.0,10752.0,638.0,Heavy,4,9,Turbofan,5.05,,,174.38,0.56,551.04
Air Cargo,Spicexpress,air_cargo,jet fuel,1041,14907.0,12553.0,669.0,Low,1,12,Turbofan,4.89,,,212.9,0.84,672.76
Air Cargo,Spicexpress,air_cargo,jet fuel,1974,11885.0,6730.0,891.0,Moderate,3,19,Jet,6.29,,,314.04,0.57,992.36
Air Cargo,Spicexpress,air_cargo,jet fuel,512,12830.0,11154.0,622.0,Moderate,3,5,Turbofan,4.87,,,105.11,0.87,332.15
Air Cargo,Amazon,quickjet amazon partner,jet fuel,520,19374.0,3903.0,804.0,Moderate,3,8,Turboprop,3.23,,,161.04,0.2,508.87
Air Cargo,Amazon,quickjet amazon partner,jet fuel,1821,14907.0,3285.0,894.0,Heavy,2,12,Jet,6.2,,,293.79,0.22,928.38
Air Cargo,Amazon,quickjet amazon partner,jet fuel,1208,38694.0,20398.0,773.0,Low,2,9,Turbofan,4.78,,,252.86,0.53,799.03
Air Cargo,Amazon,quickjet amazon partner,jet fuel,1759,22301.0,5742.0,667.0,Low,1,3,Jet,5.63,,,312.59,0.26,987.78
Air Cargo,Amazon,quickjet amazon partner,jet fuel,702,10309.0,2970.0,499.0,Heavy,1,4,Turbofan,4.9,,,143.24,0.29,452.63
Air Cargo,Amazon,quickjet amazon partner,jet fuel,856,34990.0,23264.0,485.0,Low,3,19,Turbofan,5.02,,,170.45,0.66,538.62
Air Cargo,Amazon,quickjet amazon partner,jet fuel,1905,32366.0,10819.0,726.0,Moderate,2,5,Turbofan,4.8,,,397.29,0.33,1255.43
Air Cargo,Amazon,quickjet amazon partner,jet fuel,1176,15824.0,14860.0,614.0,Moderate,3,13,Turboprop,3.37,,,348.55,0.94,1101.42
Air Cargo,Amazon,quickjet amazon partner,jet fuel,1221,21742.0,15985.0,638.0,Low,4,19,Turboprop,3.35,,,363.97,0.74,1150.15
Air Cargo,Amazon,quickjet amazon partner,jet fuel,1788,33530.0,18143.0,712.0,Heavy,1,8,Jet,6.14,,,291.02,0.54,919.61
Air Cargo,Amazon,quickjet amazon partner,jet fuel,1476,12877.0,7723.0,679.0,Moderate,4,9,Turboprop,3.28,,,449.75,0.6,1421.21
Air Cargo,Amazon,quickjet amazon partner,jet fuel,880,15149.0,10622.0,548.0,Moderate,3,7,Turboprop,3.26,,,269.82,0.7,852.63
Air Cargo,Amazon,quickjet amazon partner,jet fuel,1871,20772.0,10507.0,516.0,Moderate,1,18,Turbofan,5.11,,,366.01,0.51,1156.59
Air Cargo,Amazon,quickjet amazon partner,jet fuel,931,16111.0,3367.0,713.0,Low,3,1,Turbofan,4.55,,,204.52,0.21,646.27
Air Cargo,Amazon,quickjet amazon partner,jet fuel,1121,13505.0,9725.0,694.0,Low,5,2,Turboprop,3.1,,,361.82,0.72,1143.35
Air Cargo,Amazon,quickjet amazon partner,jet fuel,1901,34108.0,13328.0,632.0,Moderate,2,1,Turboprop,3.14,,,605.02,0.39,1911.88
Air Cargo,Amazon,quickjet amazon partner,jet fuel,1957,37211.0,11560.0,498.0,Low,5,13,Turboprop,3.22,,,606.93,0.31,1917.89
Air Cargo,Amazon,quickjet amazon partner,jet fuel,680,25692.0,9856.0,858.0,Moderate,1,25,Turboprop,3.5,,,194.21,0.38,613.71
Air Cargo,Amazon,quickjet amazon partner,jet fuel,726,13343.0,10061.0,812.0,Low,4,2,Jet,5.69,,,127.68,0.75,403.48
Air Cargo,Amazon,quickjet amazon partner,jet fuel,1615,30651.0,16222.0,822.0,Heavy,2,10,Turbofan,5.07,,,318.53,0.53,1006.55
Air Cargo,Amazon,quickjet amazon partner,jet fuel,1752,28605.0,23762.0,851.0,Moderate,5,13,Turboprop,3.36,,,520.86,0.83,1645.9
Air Cargo,Amazon,quickjet amazon partner,jet fuel,812,18336.0,14339.0,772.0,Moderate,1,8,Turboprop,3.28,,,247.25,0.78,781.32
Air Cargo,Amazon,quickjet amazon partner,jet fuel,1078,19107.0,16371.0,757.0,Low,4,17,Turboprop,3.34,,,323.12,0.86,1021.07
